#scenario=static,seed=1,durationSec=60,commit=unknown,hardware=unknown
frameNumber,chunkId,meshingUs,vertexCount
37,613567037,4314,2608
37,613567348,5162,1328
37,1227135508,4955,1416
37,1227133040,5868,2416
37,1227133269,3478,768
37,624,2893,1396
37,613565236,4241,1128
37,1227135832,6096,1204
37,1840698201,4716,1852
37,1840699764,5690,2996
37,596,4087,1024
37,1227135065,5787,836
37,1840699760,4378,3180
37,2328,3501,1524
37,1227135549,5251,900
37,613567344,12612,2624
37,613564757,17532,1256
37,613564793,21052,1104
37,1227135833,22866,1884
37,613564696,15369,1532
37,1840698200,7680,1456
38,1227133308,3806,260
38,1227135537,4656,1420
38,2454267638,3151,32
38,1227133010,1797,72
38,613567004,2402,812
39,628,1145,96
39,2329,2694,924
39,1840698193,2612,760
39,1227135825,4801,1176
39,613564697,4050,1556
39,1840699732,2160,1228
39,1227133044,3177,2436
39,613567316,6661,1108
40,1840699728,1635,1940
40,2384,1571,40
40,613567033,2257,1052
40,1227133297,2541,392
40,1227135824,5173,2644
40,613564764,4347,744
40,1227135548,4372,684
40,1227133264,3607,1616
40,848,1363,16
40,613564752,3731,908
40,613567312,4627,2688
41,1227135069,2967,924
41,1227135536,3123,1180
41,613567000,2906,1232
41,613565237,3361,800
41,1227135064,2590,596
41,613565232,3198,1324
42,613564753,2412,660
42,1227133268,3321,808
42,613567092,3636,2260
42,1227135769,3215,1724
42,593,2193,1356
42,2324,3725,1892
43,613567005,3562,1928
43,613564469,5296,2308
43,2325,5018,1336
43,1227132957,6013,1640
43,597,3519,868
43,1227135541,6431,1740
43,1840697981,5755,1552
43,613564468,6833,1564
43,1227135836,13729,1928
43,1227133301,12493,452
43,1840699705,28027,4024
43,1840697980,27920,2396
43,625,26278,992
44,613564765,5271,988
44,1840699709,7028,2780
44,2332,5470,1748
44,1227132953,7303,1964
44,1227132955,2031,52
44,1227135837,5066,3456
44,613567345,4956,1416
44,1227132985,5085,816
44,613567349,2444,1504
44,613564476,4428,1744
45,629,2330,1144
45,1840697973,3100,2492
45,1840699677,4291,2232
45,1227132989,4953,1724
45,2333,3766,1864
45,1840699711,2246,172
45,613567317,4909,884
45,613564477,5401,2540
45,1840699707,1985,160
45,1227135768,4550,748
45,613567088,4083,1044
45,1227133296,2949,568
45,613564760,3109,1036
45,1227135829,4031,1244
46,613565233,4026,1204
46,3681400290,3835,64
46,1227135068,4679,1024
46,849,3115,1308
46,1227135097,4271,984
46,613567313,5272,1752
46,613565204,5059,540
46,613565244,4471,916
47,2388,1498,1260
47,1840699673,3471,2484
47,613567001,3981,1032
47,1227133209,4679,1468
47,1840697972,1558,72
47,1227135057,2994,1056
47,849,1681,1308
47,613564532,3144,1820
47,1227135828,7610,2240
47,1227135540,3561,976
48,853,1220,388
48,1227133300,3084,1200
48,613564761,2749,656
48,1227135761,3471,1408
48,613567060,2887,1972
48,2389,1479,40
49,604,2057,376
49,1840699453,2125,1432
49,1227135865,3927,2704
49,613567093,4590,832
49,613564533,3999,856
49,2352,5419,2760
49,1227133213,4863,1284
49,613564464,4907,2152
49,613567356,3814,1324
49,1840697977,5639,1304
49,1227132956,3872,2864
49,600,4770,1048
49,613564465,6024,2128
49,1227135773,8612,1664
49,1840699708,13780,4756
49,2353,13206,1500
49,1227132952,16749,1740
50,1227132984,2591,700
50,3681402859,3829,84
50,1840697976,4077,792
50,1840699704,7029,2024
50,613564472,3637,1408
50,613565240,4900,1000
50,2360,3911,1620
50,632,2069,1328
50,1227135864,2837,1736
